,Method,Relative Error (%),Iter
1298,Single Model Lasso Matching Mean,11.361486200909294,0
1299,Single Model Lasso Matching Mean,122.31794663730555,0
1300,Single Model Lasso Matching Mean,52.80602514684013,0
1301,Single Model Lasso Matching Mean,99.18674648742346,0
1302,Single Model Lasso Matching Mean,57.44943218191227,0
1303,Single Model Lasso Matching Mean,14.189908491239256,0
1304,Single Model Lasso Matching Mean,12.006901186364036,0
1305,Single Model Lasso Matching Mean,186.7621251444621,0
1306,Single Model Lasso Matching Mean,13.413529991933673,0
1307,Single Model Lasso Matching Mean,385.7644283665072,0
1308,Single Model Lasso Matching Mean,191.47711488294493,0
1309,Single Model Lasso Matching Mean,172.5396179402348,0
1310,Single Model Lasso Matching Mean,214.49636877149464,0
1311,Single Model Lasso Matching Mean,68.57194737779851,0
1312,Single Model Lasso Matching Mean,127.45822246522866,0
1313,Single Model Lasso Matching Mean,130.08402242497584,0
1314,Single Model Lasso Matching Mean,355.89231740583796,0
1315,Single Model Lasso Matching Mean,249.18261120121784,0
1316,Single Model Lasso Matching Mean,99.75550044619096,0
1317,Single Model Lasso Matching Mean,221.55009283512794,0
1318,Single Model Lasso Matching Mean,83.5205130060497,0
1319,Single Model Lasso Matching Mean,48.66361940731909,0
1320,Single Model Lasso Matching Mean,68.92922155738215,0
1321,Single Model Lasso Matching Mean,13.9091406985217,0
1322,Single Model Lasso Matching Mean,197.81111549427771,0
1323,Single Model Lasso Matching Mean,8.309983061532728,0
1324,Single Model Lasso Matching Mean,206.6262501481964,0
1325,Single Model Lasso Matching Mean,174.05970004735508,0
1326,Single Model Lasso Matching Mean,51.12254907347291,0
1327,Single Model Lasso Matching Mean,47.468095076649426,0
1328,Single Model Lasso Matching Mean,104.27529042328301,0
1329,Single Model Lasso Matching Mean,170.0355269445887,0
1330,Single Model Lasso Matching Mean,16.901118668386424,0
1331,Single Model Lasso Matching Mean,50.02312322298999,0
1332,Single Model Lasso Matching Mean,188.3075463673638,0
1333,Single Model Lasso Matching Mean,45.17748832423142,0
1334,Single Model Lasso Matching Mean,83.61355519258355,0
1335,Single Model Lasso Matching Mean,3.4079379423093332,0
1336,Single Model Lasso Matching Mean,8.085264967512975,0
1337,Single Model Lasso Matching Mean,331.4663911677091,0
1338,Single Model Lasso Matching Mean,147.74281967439538,0
1339,Single Model Lasso Matching Mean,20.08700113498885,0
1340,Single Model Lasso Matching Mean,226.1062111064621,0
1341,Single Model Lasso Matching Mean,11.350425498657819,0
1342,Single Model Lasso Matching Mean,38.0586663867482,0
1343,Single Model Lasso Matching Mean,98.82853489060409,0
1344,Single Model Lasso Matching Mean,73.65146806440815,0
1345,Single Model Lasso Matching Mean,284.56988133337717,0
1346,Single Model Lasso Matching Mean,96.986241839355,0
1347,Single Model Lasso Matching Mean,242.48934065670946,0
1348,Single Model Lasso Matching Mean,205.1015059198057,0
1349,Single Model Lasso Matching Mean,39.59059936795171,0
1350,Single Model Lasso Matching Mean,97.81780137954969,0
1351,Single Model Lasso Matching Mean,491.3468954198291,0
1352,Single Model Lasso Matching Mean,66.13867711566141,0
1353,Single Model Lasso Matching Mean,193.1741138836181,0
1354,Single Model Lasso Matching Mean,73.05724378901184,0
1355,Single Model Lasso Matching Mean,51.068141660025155,0
1356,Single Model Lasso Matching Mean,128.63953959911913,0
1357,Single Model Lasso Matching Mean,28.319588063257594,0
1358,Single Model Lasso Matching Mean,26.50776847947169,0
1359,Single Model Lasso Matching Mean,145.43934649529945,0
1360,Single Model Lasso Matching Mean,8.32720317608823,0
1361,Single Model Lasso Matching Mean,34.650674474320674,0
1362,Single Model Lasso Matching Mean,68.44893300159164,0
1363,Single Model Lasso Matching Mean,33.82020248685789,0
1364,Single Model Lasso Matching Mean,115.27953163217653,0
1365,Single Model Lasso Matching Mean,193.07360116695054,0
1366,Single Model Lasso Matching Mean,28.633066788212474,0
1367,Single Model Lasso Matching Mean,125.41611509166337,0
1368,Single Model Lasso Matching Mean,92.00010332918201,0
1369,Single Model Lasso Matching Mean,175.2302279404781,0
1370,Single Model Lasso Matching Mean,209.23622133825782,0
1371,Single Model Lasso Matching Mean,230.45386844900491,0
1372,Single Model Lasso Matching Mean,62.322318555204824,0
1373,Single Model Lasso Matching Mean,206.14101423353287,0
1374,Single Model Lasso Matching Mean,52.76438215377971,0
1375,Single Model Lasso Matching Mean,200.69416481192567,0
1376,Single Model Lasso Matching Mean,168.9281193352628,0
1377,Single Model Lasso Matching Mean,148.3882018371663,0
1378,Single Model Lasso Matching Mean,23.800329155942652,0
1379,Single Model Lasso Matching Mean,235.37917034763484,0
1380,Single Model Lasso Matching Mean,4.1001898704277595,0
1381,Single Model Lasso Matching Mean,8.01792123733806,0
1382,Single Model Lasso Matching Mean,44.01637542983913,0
1383,Single Model Lasso Matching Mean,41.3941890944263,0
1384,Single Model Lasso Matching Mean,102.8799999091935,0
1385,Single Model Lasso Matching Mean,81.33883966953381,0
1386,Single Model Lasso Matching Mean,77.27254826174797,0
1387,Single Model Lasso Matching Mean,347.5702271295513,0
1388,Single Model Lasso Matching Mean,338.86603043551935,0
1389,Single Model Lasso Matching Mean,75.13028303589299,0
1390,Single Model Lasso Matching Mean,39.678582323279734,0
1391,Single Model Lasso Matching Mean,178.95597205077226,0
1392,Single Model Lasso Matching Mean,39.472264322311226,0
1393,Single Model Lasso Matching Mean,366.955626162692,0
1394,Single Model Lasso Matching Mean,39.000965481683615,0
1395,Single Model Lasso Matching Mean,42.147179096342455,0
1396,Single Model Lasso Matching Mean,157.54717202397907,0
1397,Single Model Lasso Matching Mean,104.66547384159381,0
1398,Single Model Lasso Matching Mean,247.81677410433448,0
1399,Single Model Lasso Matching Mean,35.60413268738455,0
1400,Single Model Lasso Matching Mean,18.04790798597288,0
1401,Single Model Lasso Matching Mean,56.89055822005415,0
1402,Single Model Lasso Matching Mean,30.708298498850052,0
1403,Single Model Lasso Matching Mean,123.92625954093062,0
1404,Single Model Lasso Matching Mean,58.06260381140596,0
1405,Single Model Lasso Matching Mean,100.31488202343346,0
1406,Single Model Lasso Matching Mean,93.68582323226906,0
1407,Single Model Lasso Matching Mean,147.4306869630609,0
1408,Single Model Lasso Matching Mean,81.1984792206482,0
1409,Single Model Lasso Matching Mean,36.783911809309586,0
1410,Single Model Lasso Matching Mean,161.46640025039622,0
1411,Single Model Lasso Matching Mean,34.45136908470109,0
1412,Single Model Lasso Matching Mean,97.7298006872799,0
1413,Single Model Lasso Matching Mean,245.73512834192326,0
1414,Single Model Lasso Matching Mean,86.33973218157016,0
1415,Single Model Lasso Matching Mean,111.30069578867405,0
1416,Single Model Lasso Matching Mean,118.50689004112533,0
1417,Single Model Lasso Matching Mean,98.58153590771124,0
1418,Single Model Lasso Matching Mean,93.40462507072378,0
1419,Single Model Lasso Matching Mean,128.8017972140051,0
1420,Single Model Lasso Matching Mean,19.03785393853521,0
1421,Single Model Lasso Matching Mean,174.00479378023624,0
1422,Single Model Lasso Matching Mean,66.89365408381998,0
1423,Single Model Lasso Matching Mean,90.26529365689568,0
1424,Single Model Lasso Matching Mean,11.33275672787602,0
1425,Single Model Lasso Matching Mean,43.726815054790805,0
1426,Single Model Lasso Matching Mean,15.75250116523457,0
1427,Single Model Lasso Matching Mean,29.510709364497366,0
1428,Single Model Lasso Matching Mean,55.74613336271822,0
1429,Single Model Lasso Matching Mean,58.085040969443035,0
1430,Single Model Lasso Matching Mean,3.470007581236349,0
1431,Single Model Lasso Matching Mean,57.77609339401776,0
1432,Single Model Lasso Matching Mean,163.58715018774484,0
1433,Single Model Lasso Matching Mean,1.3131395681254658,0
1434,Single Model Lasso Matching Mean,63.29449244430734,0
1435,Single Model Lasso Matching Mean,39.23818252674787,0
1436,Single Model Lasso Matching Mean,216.25069783631704,0
1437,Single Model Lasso Matching Mean,57.60882176067017,0
1438,Single Model Lasso Matching Mean,45.80890641657649,0
1439,Single Model Lasso Matching Mean,79.403824462982,0
1440,Single Model Lasso Matching Mean,161.05063087242067,0
1441,Single Model Lasso Matching Mean,119.83497853090368,0
1442,Single Model Lasso Matching Mean,386.53068103856134,0
1443,Single Model Lasso Matching Mean,46.47914970140214,0
1444,Single Model Lasso Matching Mean,184.3935721097219,0
1445,Single Model Lasso Matching Mean,8.978785036404467,0
1446,Single Model Lasso Matching Mean,73.97309877857651,0
1447,Single Model Lasso Matching Mean,3.022997083241326,0
1448,Single Model Lasso Matching Mean,51.03842326245466,0
1449,Single Model Lasso Matching Mean,67.28471870117454,0
1450,Single Model Lasso Matching Mean,165.27117511626176,0
1451,Single Model Lasso Matching Mean,380.7339730644002,0
1452,Single Model Lasso Matching Mean,32.554480043439064,0
1453,Single Model Lasso Matching Mean,139.26912390791324,0
1454,Single Model Lasso Matching Mean,11.620546571665253,0
1455,Single Model Lasso Matching Mean,2.6240135012612082,0
1456,Single Model Lasso Matching Mean,155.79928176085454,0
1457,Single Model Lasso Matching Mean,224.63480668153886,0
1458,Single Model Lasso Matching Mean,111.8250067036969,0
1459,Single Model Lasso Matching Mean,34.8575843090974,0
1460,Single Model Lasso Matching Mean,242.54970944008224,0
1461,Single Model Lasso Matching Mean,125.46520916639375,0
1462,Single Model Lasso Matching Mean,23.821241803832947,0
1463,Single Model Lasso Matching Mean,109.60620752178438,0
1464,Single Model Lasso Matching Mean,135.02872887343784,0
1465,Single Model Lasso Matching Mean,77.03704537678513,0
1466,Single Model Lasso Matching Mean,81.7271425902819,0
1467,Single Model Lasso Matching Mean,203.33289863221955,0
1468,Single Model Lasso Matching Mean,62.80139649108657,0
1469,Single Model Lasso Matching Mean,365.0947931523379,0
1470,Single Model Lasso Matching Mean,52.94733543426686,0
1471,Single Model Lasso Matching Mean,123.64811963365167,0
1472,Single Model Lasso Matching Mean,76.39901413818771,0
1473,Single Model Lasso Matching Mean,29.005489266610653,0
1474,Single Model Lasso Matching Mean,19.66597088819976,0
1475,Single Model Lasso Matching Mean,241.3391293687359,0
1476,Single Model Lasso Matching Mean,101.27828032270234,0
1477,Single Model Lasso Matching Mean,56.618654083185675,0
1478,Single Model Lasso Matching Mean,109.12476617840063,0
1479,Single Model Lasso Matching Mean,88.38630235273311,0
1480,Single Model Lasso Matching Mean,157.24987792725364,0
1481,Single Model Lasso Matching Mean,292.34559990216303,0
1482,Single Model Lasso Matching Mean,55.04678063035654,0
1483,Single Model Lasso Matching Mean,79.27235656406258,0
1484,Single Model Lasso Matching Mean,162.36747893173938,0
1485,Single Model Lasso Matching Mean,283.05139805906674,0
1486,Single Model Lasso Matching Mean,49.786964010073056,0
1487,Single Model Lasso Matching Mean,105.49173257870072,0
1488,Single Model Lasso Matching Mean,119.24449413042566,0
1489,Single Model Lasso Matching Mean,209.4166124091131,0
1490,Single Model Lasso Matching Mean,95.85628693000892,0
1491,Single Model Lasso Matching Mean,0.8306545989215464,0
1492,Single Model Lasso Matching Mean,8.209664490644013,0
1493,Single Model Lasso Matching Mean,19.125661275991508,0
1494,Single Model Lasso Matching Mean,114.39883379986175,0
1495,Single Model Lasso Matching Mean,275.106291364931,0
1496,Single Model Lasso Matching Mean,128.03192841318557,0
1497,Single Model Lasso Matching Mean,68.06620673780975,0
1498,Single Model Lasso Matching Mean,143.83605112845606,0
1499,Single Model Lasso Matching Mean,32.921628573892434,0
1500,Single Model Lasso Matching Mean,114.26220646072845,0
1501,Single Model Lasso Matching Mean,2.3185858639150765,0
1502,Single Model Lasso Matching Mean,48.08584133825514,0
1503,Single Model Lasso Matching Mean,10.151784141339773,0
1504,Single Model Lasso Matching Mean,100.36557768558123,0
1505,Single Model Lasso Matching Mean,133.2078306441009,0
1506,Single Model Lasso Matching Mean,278.53065216691056,0
1507,Single Model Lasso Matching Mean,157.1556085931298,0
1508,Single Model Lasso Matching Mean,350.93253392269116,0
1509,Single Model Lasso Matching Mean,11.349295206813869,0
1510,Single Model Lasso Matching Mean,77.81488732773495,0
1511,Single Model Lasso Matching Mean,104.21424723489548,0
1512,Single Model Lasso Matching Mean,41.78777539913916,0
1513,Single Model Lasso Matching Mean,26.91108713863917,0
1514,Single Model Lasso Matching Mean,50.882599658425356,0
1515,Single Model Lasso Matching Mean,147.073613908347,0
1516,Single Model Lasso Matching Mean,67.59251558624676,0
1517,Single Model Lasso Matching Mean,92.6256522587065,0
1518,Single Model Lasso Matching Mean,118.28330944802639,0
1519,Single Model Lasso Matching Mean,37.66718848149297,0
1520,Single Model Lasso Matching Mean,3.372550627127815,0
1521,Single Model Lasso Matching Mean,115.24634154576448,0
1522,Single Model Lasso Matching Mean,165.606705406309,0
1523,Single Model Lasso Matching Mean,50.756255311647834,0
1524,Single Model Lasso Matching Mean,94.25085974581853,0
1525,Single Model Lasso Matching Mean,171.05944670811348,0
1526,Single Model Lasso Matching Mean,12.54180924521876,0
1527,Single Model Lasso Matching Mean,15.651034974172367,0
1528,Single Model Lasso Matching Mean,176.4251306549945,0
1529,Single Model Lasso Matching Mean,485.08997097385463,0
1530,Single Model Lasso Matching Mean,19.68444341875826,0
1531,Single Model Lasso Matching Mean,429.0940076990574,0
1532,Single Model Lasso Matching Mean,50.13811800619181,0
1533,Single Model Lasso Matching Mean,0.49511911208455467,0
1534,Single Model Lasso Matching Mean,29.78635442102999,0
1535,Single Model Lasso Matching Mean,4.727787892673118,0
1536,Single Model Lasso Matching Mean,21.039549902503644,0
1537,Single Model Lasso Matching Mean,107.93789449623112,0
1538,Single Model Lasso Matching Mean,156.14326551650112,0
1539,Single Model Lasso Matching Mean,374.003960981317,0
1540,Single Model Lasso Matching Mean,82.54659915293331,0
1541,Single Model Lasso Matching Mean,122.69019963743828,0
1542,Single Model Lasso Matching Mean,70.51951488955781,0
1543,Single Model Lasso Matching Mean,171.66094913291778,0
1544,Single Model Lasso Matching Mean,105.27750339945776,0
1545,Single Model Lasso Matching Mean,175.4488980510869,0
1546,Single Model Lasso Matching Mean,139.77288312234214,0
1547,Single Model Lasso Matching Mean,162.86084309444573,0
1548,Single Model Lasso Matching Mean,91.61461850830322,0
1549,Single Model Lasso Matching Mean,226.61300718491097,0
1550,Single Model Lasso Matching Mean,41.817065589906875,0
1551,Single Model Lasso Matching Mean,141.25998697672338,0
1552,Single Model Lasso Matching Mean,211.0739670802412,0
1553,Single Model Lasso Matching Mean,188.75785836100565,0
1554,Single Model Lasso Matching Mean,192.58024903873113,0
1555,Single Model Lasso Matching Mean,25.146370239114184,0
1556,Single Model Lasso Matching Mean,121.89468378071464,0
1557,Single Model Lasso Matching Mean,69.19364634671462,0
1558,Single Model Lasso Matching Mean,222.76494506402383,0
1559,Single Model Lasso Matching Mean,327.5161268009687,0
1560,Single Model Lasso Matching Mean,160.9149577848799,0
1561,Single Model Lasso Matching Mean,450.7415914489135,0
1562,Single Model Lasso Matching Mean,126.53693384830828,0
1563,Single Model Lasso Matching Mean,232.60930658303982,0
1564,Single Model Lasso Matching Mean,345.4566840467107,0
1565,Single Model Lasso Matching Mean,31.139282361300335,0
1566,Single Model Lasso Matching Mean,88.64162104475614,0
1567,Single Model Lasso Matching Mean,185.43444778731651,0
1568,Single Model Lasso Matching Mean,152.18852403554072,0
1569,Single Model Lasso Matching Mean,13.012322392615234,0
1570,Single Model Lasso Matching Mean,113.02638904419683,0
1571,Single Model Lasso Matching Mean,46.702079404372384,0
1572,Single Model Lasso Matching Mean,66.76332630339907,0
1573,Single Model Lasso Matching Mean,153.76790008370955,0
1574,Single Model Lasso Matching Mean,133.13708075158803,0
1575,Single Model Lasso Matching Mean,178.04040557639547,0
1576,Single Model Lasso Matching Mean,23.384754665129933,0
1577,Single Model Lasso Matching Mean,689.8078158127508,0
1578,Single Model Lasso Matching Mean,274.1227348571076,0
1579,Single Model Lasso Matching Mean,113.88460349475274,0
1580,Single Model Lasso Matching Mean,5.354526495583498,0
1581,Single Model Lasso Matching Mean,45.65361126586257,0
1582,Single Model Lasso Matching Mean,195.12484679513946,0
1583,Single Model Lasso Matching Mean,149.19718482099208,0
1584,Single Model Lasso Matching Mean,77.58691202854683,0
1585,Single Model Lasso Matching Mean,18.078724854654002,0
1586,Single Model Lasso Matching Mean,82.95764512220356,0
1587,Single Model Lasso Matching Mean,47.56073020141493,0
1588,Single Model Lasso Matching Mean,215.48166991627534,0
1589,Single Model Lasso Matching Mean,265.0763913619397,0
1590,Single Model Lasso Matching Mean,89.27473018381015,0
1591,Single Model Lasso Matching Mean,163.7786675785567,0
1592,Single Model Lasso Matching Mean,114.08608631774828,0
1593,Single Model Lasso Matching Mean,338.3483037039249,0
1594,Single Model Lasso Matching Mean,95.09931879173918,0
1595,Single Model Lasso Matching Mean,13.037208645632017,0
1596,Single Model Lasso Matching Mean,44.273263354180514,0
1597,Single Model Lasso Matching Mean,88.82615195080103,0
1598,Single Model Lasso Matching Mean,57.61243485161916,0
1599,Single Model Lasso Matching Mean,23.457259526127924,0
1600,Single Model Lasso Matching Mean,177.9310220659818,0
1601,Single Model Lasso Matching Mean,39.406397513292504,0
1602,Single Model Lasso Matching Mean,5.437709277705854,0
1603,Single Model Lasso Matching Mean,48.9265207692511,0
1604,Single Model Lasso Matching Mean,31.23562210582983,0
1605,Single Model Lasso Matching Mean,181.5209809644289,0
1606,Single Model Lasso Matching Mean,23.80314994492051,0
1607,Single Model Lasso Matching Mean,106.40547375579045,0
1608,Single Model Lasso Matching Mean,43.01842367126177,0
1609,Single Model Lasso Matching Mean,254.0856899867415,0
1610,Single Model Lasso Matching Mean,111.65862131580717,0
1611,Single Model Lasso Matching Mean,49.390176472243624,0
1612,Single Model Lasso Matching Mean,101.78205954595741,0
1613,Single Model Lasso Matching Mean,31.97817506906752,0
1614,Single Model Lasso Matching Mean,41.81903206694089,0
1615,Single Model Lasso Matching Mean,23.60693418941753,0
1616,Single Model Lasso Matching Mean,227.4227431849658,0
1617,Single Model Lasso Matching Mean,149.34865283317555,0
1618,Single Model Lasso Matching Mean,240.59136233198996,0
1619,Single Model Lasso Matching Mean,62.41697206519634,0
1620,Single Model Lasso Matching Mean,0.6800104303324594,0
1621,Single Model Lasso Matching Mean,5.671327987218104,0
1622,Single Model Lasso Matching Mean,91.74936675206952,0
1623,Single Model Lasso Matching Mean,39.58055903472371,0
1624,Single Model Lasso Matching Mean,29.925652217308112,0
1625,Single Model Lasso Matching Mean,74.73903302233154,0
1626,Single Model Lasso Matching Mean,241.01930262913248,0
1627,Single Model Lasso Matching Mean,253.14030608671757,0
1628,Single Model Lasso Matching Mean,34.31165226620641,0
1629,Single Model Lasso Matching Mean,244.48239385427541,0
1630,Single Model Lasso Matching Mean,150.53536279311425,0
1631,Single Model Lasso Matching Mean,79.86790173635902,0
1632,Single Model Lasso Matching Mean,126.38157086631112,0
1633,Single Model Lasso Matching Mean,54.788199417308135,0
1634,Single Model Lasso Matching Mean,51.07902703387587,0
1635,Single Model Lasso Matching Mean,0.8161453580527963,0
1636,Single Model Lasso Matching Mean,100.629994227476,0
1637,Single Model Lasso Matching Mean,71.29943267696608,0
1638,Single Model Lasso Matching Mean,436.0747790761672,0
1639,Single Model Lasso Matching Mean,10.985366873517833,0
1640,Single Model Lasso Matching Mean,123.12790095692081,0
1641,Single Model Lasso Matching Mean,208.43332658754647,0
1642,Single Model Lasso Matching Mean,368.1911436220633,0
1643,Single Model Lasso Matching Mean,142.08442914898114,0
1644,Single Model Lasso Matching Mean,95.79040833241969,0
1645,Single Model Lasso Matching Mean,125.80071814945306,0
1646,Single Model Lasso Matching Mean,174.81442347911408,0
1647,Single Model Lasso Matching Mean,130.9397254271356,0
1648,Single Model Lasso Matching Mean,28.644544518757993,0
1649,Single Model Lasso Matching Mean,2.902726076204801,0
1650,Single Model Lasso Matching Mean,68.35945692927845,0
1651,Single Model Lasso Matching Mean,110.11608088856244,0
1652,Single Model Lasso Matching Mean,146.41681836135436,0
1653,Single Model Lasso Matching Mean,365.71030880426144,0
1654,Single Model Lasso Matching Mean,281.93537797593996,0
1655,Single Model Lasso Matching Mean,123.57749596174715,0
1656,Single Model Lasso Matching Mean,104.51173736706572,0
1657,Single Model Lasso Matching Mean,12.521101002290969,0
1658,Single Model Lasso Matching Mean,32.88826973098316,0
1659,Single Model Lasso Matching Mean,223.22762222092584,0
1660,Single Model Lasso Matching Mean,75.88456666724143,0
1661,Single Model Lasso Matching Mean,31.471985381391075,0
1662,Single Model Lasso Matching Mean,34.38547106677977,0
1663,Single Model Lasso Matching Mean,179.46705186875946,0
1664,Single Model Lasso Matching Mean,66.52144254152579,0
1665,Single Model Lasso Matching Mean,169.79240006737194,0
1666,Single Model Lasso Matching Mean,61.743868095108446,0
1667,Single Model Lasso Matching Mean,69.7044336290061,0
1668,Single Model Lasso Matching Mean,27.563523082171535,0
1669,Single Model Lasso Matching Mean,33.875374334870735,0
1670,Single Model Lasso Matching Mean,129.705252473182,0
1671,Single Model Lasso Matching Mean,81.7945377297891,0
1672,Single Model Lasso Matching Mean,105.63644491868666,0
1673,Single Model Lasso Matching Mean,109.47311493117063,0
1674,Single Model Lasso Matching Mean,124.40340150736351,0
1675,Single Model Lasso Matching Mean,72.78449369052001,0
1676,Single Model Lasso Matching Mean,93.80778490291586,0
1677,Single Model Lasso Matching Mean,251.91412624664306,0
1678,Single Model Lasso Matching Mean,209.96663727699496,0
1679,Single Model Lasso Matching Mean,317.1333959480946,0
1680,Single Model Lasso Matching Mean,181.00914680514367,0
1681,Single Model Lasso Matching Mean,50.45113570027734,0
1682,Single Model Lasso Matching Mean,151.87119892705198,0
1683,Single Model Lasso Matching Mean,36.7078536979292,0
1684,Single Model Lasso Matching Mean,116.40143792547883,0
1685,Single Model Lasso Matching Mean,25.72572778591241,0
1686,Single Model Lasso Matching Mean,453.3464365060783,0
1687,Single Model Lasso Matching Mean,6.967569198324848,0
1688,Single Model Lasso Matching Mean,26.47322338337581,0
1689,Single Model Lasso Matching Mean,229.07561050262424,0
1690,Single Model Lasso Matching Mean,142.19254468798536,0
1691,Single Model Lasso Matching Mean,99.02713587098785,0
1692,Single Model Lasso Matching Mean,156.81174859556296,0
1693,Single Model Lasso Matching Mean,14.34827927889743,0
1694,Single Model Lasso Matching Mean,25.82159603420952,0
1695,Single Model Lasso Matching Mean,66.18862448735231,0
1696,Single Model Lasso Matching Mean,181.1761531529347,0
1697,Single Model Lasso Matching Mean,33.38704870241202,0
1698,Single Model Lasso Matching Mean,13.190953239166307,0
1699,Single Model Lasso Matching Mean,105.82265746950151,0
1700,Single Model Lasso Matching Mean,128.9035290011008,0
1701,Single Model Lasso Matching Mean,169.1710931725772,0
1702,Single Model Lasso Matching Mean,136.08253236510325,0
1703,Single Model Lasso Matching Mean,263.5311872214091,0
1704,Single Model Lasso Matching Mean,52.17294977769325,0
1705,Single Model Lasso Matching Mean,170.14650557136238,0
1706,Single Model Lasso Matching Mean,34.38647202937933,0
1707,Single Model Lasso Matching Mean,68.47475331698098,0
1708,Single Model Lasso Matching Mean,44.15770363170069,0
1709,Single Model Lasso Matching Mean,64.0958603283879,0
1710,Single Model Lasso Matching Mean,131.03015809467342,0
1711,Single Model Lasso Matching Mean,214.75767394311225,0
1712,Single Model Lasso Matching Mean,116.23593081449346,0
1713,Single Model Lasso Matching Mean,155.70835658916204,0
1714,Single Model Lasso Matching Mean,28.91733148173781,0
1715,Single Model Lasso Matching Mean,130.7214617795118,0
1716,Single Model Lasso Matching Mean,87.75823541380883,0
1717,Single Model Lasso Matching Mean,128.0363296052826,0
1718,Single Model Lasso Matching Mean,49.27845315494944,0
1719,Single Model Lasso Matching Mean,62.14128168962466,0
1720,Single Model Lasso Matching Mean,34.89193106691686,0
1721,Single Model Lasso Matching Mean,117.93664967211687,0
1722,Single Model Lasso Matching Mean,71.95762147299274,0
1723,Single Model Lasso Matching Mean,436.64240553894496,0
1724,Single Model Lasso Matching Mean,7.449649551814066,0
1725,Single Model Lasso Matching Mean,235.37903991646328,0
1726,Single Model Lasso Matching Mean,0.21420645864077717,0
1727,Single Model Lasso Matching Mean,243.59490997804104,0
1728,Single Model Lasso Matching Mean,55.87121165715505,0
1729,Single Model Lasso Matching Mean,241.89722830215698,0
1730,Single Model Lasso Matching Mean,148.65015382843143,0
1731,Single Model Lasso Matching Mean,0.9603326373647861,0
1732,Single Model Lasso Matching Mean,207.54378146581604,0
1733,Single Model Lasso Matching Mean,47.38334419621924,0
1734,Single Model Lasso Matching Mean,285.63937016218483,0
1735,Single Model Lasso Matching Mean,55.94094492597509,0
1736,Single Model Lasso Matching Mean,72.92392087129753,0
1737,Single Model Lasso Matching Mean,6.5590028620722425,0
1738,Single Model Lasso Matching Mean,111.2071158338968,0
1739,Single Model Lasso Matching Mean,27.833713146428035,0
1740,Single Model Lasso Matching Mean,266.025006186455,0
1741,Single Model Lasso Matching Mean,11.835406293593735,0
1742,Single Model Lasso Matching Mean,18.684232047335612,0
1743,Single Model Lasso Matching Mean,4.9618020409192845,0
1744,Single Model Lasso Matching Mean,54.974350228113366,0
1745,Single Model Lasso Matching Mean,100.18637856666463,0
1746,Single Model Lasso Matching Mean,48.210932139301256,0
1747,Single Model Lasso Matching Mean,435.70192550771463,0
1748,Single Model Lasso Matching Mean,36.39569131007543,0
1749,Single Model Lasso Matching Mean,49.928220804373666,0
1750,Single Model Lasso Matching Mean,7.952672257147795,0
1751,Single Model Lasso Matching Mean,80.31307970042488,0
1752,Single Model Lasso Matching Mean,7.151612140019645,0
1753,Single Model Lasso Matching Mean,140.3828653504294,0
1754,Single Model Lasso Matching Mean,25.858021173426664,0
1755,Single Model Lasso Matching Mean,61.915229305374375,0
1756,Single Model Lasso Matching Mean,125.13476669369672,0
1757,Single Model Lasso Matching Mean,203.37135339818647,0
1758,Single Model Lasso Matching Mean,289.3138707366492,0
1759,Single Model Lasso Matching Mean,167.19387939998109,0
1760,Single Model Lasso Matching Mean,44.76103510150239,0
1761,Single Model Lasso Matching Mean,66.478613203755,0
1762,Single Model Lasso Matching Mean,117.31664699812117,0
1763,Single Model Lasso Matching Mean,25.900821510291085,0
1764,Single Model Lasso Matching Mean,256.06094196778383,0
1765,Single Model Lasso Matching Mean,66.6362527556523,0
1766,Single Model Lasso Matching Mean,26.36020059907091,0
1767,Single Model Lasso Matching Mean,9.088855443426066,0
1768,Single Model Lasso Matching Mean,33.75106470647313,0
1769,Single Model Lasso Matching Mean,110.43594386279281,0
1770,Single Model Lasso Matching Mean,25.12083356930549,0
1771,Single Model Lasso Matching Mean,257.2575236682675,0
1772,Single Model Lasso Matching Mean,29.831340467548095,0
1773,Single Model Lasso Matching Mean,86.84846447071057,0
1774,Single Model Lasso Matching Mean,70.41368422400194,0
1775,Single Model Lasso Matching Mean,159.52141402205342,0
1776,Single Model Lasso Matching Mean,1.2210263734384252,0
1777,Single Model Lasso Matching Mean,85.0620554531102,0
1778,Single Model Lasso Matching Mean,45.39517983257503,0
1779,Single Model Lasso Matching Mean,1.5725641015802982,0
1780,Single Model Lasso Matching Mean,16.6591164220469,0
1781,Single Model Lasso Matching Mean,202.88933013372662,0
1782,Single Model Lasso Matching Mean,552.0009436945143,0
1783,Single Model Lasso Matching Mean,7.9209956834425155,0
1784,Single Model Lasso Matching Mean,2.2949212010296685,0
1785,Single Model Lasso Matching Mean,126.44626017581027,0
1786,Single Model Lasso Matching Mean,14.837310049559182,0
1787,Single Model Lasso Matching Mean,21.554310305414305,0
1788,Single Model Lasso Matching Mean,15.986970735497358,0
1789,Single Model Lasso Matching Mean,86.01626120791951,0
1790,Single Model Lasso Matching Mean,137.5077239114274,0
1791,Single Model Lasso Matching Mean,121.58068431919496,0
1792,Single Model Lasso Matching Mean,92.22900426023872,0
1793,Single Model Lasso Matching Mean,259.78800650840435,0
1794,Single Model Lasso Matching Mean,124.51024211164321,0
1795,Single Model Lasso Matching Mean,170.83099858267104,0
1796,Single Model Lasso Matching Mean,75.58910857092815,0
