dgp,n_train,n_est,n_imp,n_unimp,k,query_seed,sample_seed,seed
lihua_corr_homo,10000,1000,2,10,31,100,42069,4116
lihua_corr_homo,10000,1000,2,10,31,100,42069,4158
lihua_corr_homo,10000,1000,2,100,31,100,42069,0
lihua_corr_homo,10000,1000,2,100,31,100,42069,42
lihua_corr_homo,10000,1000,2,100,31,100,42069,84
lihua_corr_homo,10000,1000,2,100,31,100,42069,126
lihua_corr_homo,10000,1000,2,100,31,100,42069,168
lihua_corr_homo,10000,1000,2,100,31,100,42069,210
lihua_corr_homo,10000,1000,2,100,31,100,42069,252
lihua_corr_homo,10000,1000,2,100,31,100,42069,294
lihua_corr_homo,10000,1000,2,100,31,100,42069,336
lihua_corr_homo,10000,1000,2,100,31,100,42069,378
lihua_corr_homo,10000,1000,2,100,31,100,42069,420
lihua_corr_homo,10000,1000,2,100,31,100,42069,462
lihua_corr_homo,10000,1000,2,100,31,100,42069,504
lihua_corr_homo,10000,1000,2,100,31,100,42069,546
lihua_corr_homo,10000,1000,2,100,31,100,42069,588
lihua_corr_homo,10000,1000,2,100,31,100,42069,630
lihua_corr_homo,10000,1000,2,100,31,100,42069,672
lihua_corr_homo,10000,1000,2,100,31,100,42069,714
lihua_corr_homo,10000,1000,2,100,31,100,42069,756
lihua_corr_homo,10000,1000,2,100,31,100,42069,798
lihua_corr_homo,10000,1000,2,100,31,100,42069,840
lihua_corr_homo,10000,1000,2,100,31,100,42069,882
lihua_corr_homo,10000,1000,2,100,31,100,42069,924
lihua_corr_homo,10000,1000,2,100,31,100,42069,966
lihua_corr_homo,10000,1000,2,100,31,100,42069,1008
lihua_corr_homo,10000,1000,2,100,31,100,42069,1050
lihua_corr_homo,10000,1000,2,100,31,100,42069,1092
lihua_corr_homo,10000,1000,2,100,31,100,42069,1134
lihua_corr_homo,10000,1000,2,100,31,100,42069,1176
lihua_corr_homo,10000,1000,2,100,31,100,42069,1218
lihua_corr_homo,10000,1000,2,100,31,100,42069,1260
lihua_corr_homo,10000,1000,2,100,31,100,42069,1302
lihua_corr_homo,10000,1000,2,100,31,100,42069,1344
lihua_corr_homo,10000,1000,2,100,31,100,42069,1386
lihua_corr_homo,10000,1000,2,100,31,100,42069,1428
lihua_corr_homo,10000,1000,2,100,31,100,42069,1470
lihua_corr_homo,10000,1000,2,100,31,100,42069,1512
lihua_corr_homo,10000,1000,2,100,31,100,42069,1554
lihua_corr_homo,10000,1000,2,100,31,100,42069,1596
lihua_corr_homo,10000,1000,2,100,31,100,42069,1638
lihua_corr_homo,10000,1000,2,100,31,100,42069,1680
lihua_corr_homo,10000,1000,2,100,31,100,42069,1722
lihua_corr_homo,10000,1000,2,100,31,100,42069,1764
lihua_corr_homo,10000,1000,2,100,31,100,42069,1806
lihua_corr_homo,10000,1000,2,100,31,100,42069,1848
lihua_corr_homo,10000,1000,2,100,31,100,42069,1890
lihua_corr_homo,10000,1000,2,100,31,100,42069,1932
lihua_corr_homo,10000,1000,2,100,31,100,42069,1974
lihua_corr_homo,10000,1000,2,100,31,100,42069,2016
lihua_corr_homo,10000,1000,2,100,31,100,42069,2058
lihua_corr_homo,10000,1000,2,100,31,100,42069,2100
lihua_corr_homo,10000,1000,2,100,31,100,42069,2142
lihua_corr_homo,10000,1000,2,100,31,100,42069,2184
lihua_corr_homo,10000,1000,2,100,31,100,42069,2226
lihua_corr_homo,10000,1000,2,100,31,100,42069,2268
lihua_corr_homo,10000,1000,2,100,31,100,42069,2310
lihua_corr_homo,10000,1000,2,100,31,100,42069,2352
lihua_corr_homo,10000,1000,2,100,31,100,42069,2394
lihua_corr_homo,10000,1000,2,100,31,100,42069,2436
lihua_corr_homo,10000,1000,2,100,31,100,42069,2478
lihua_corr_homo,10000,1000,2,100,31,100,42069,2520
lihua_corr_homo,10000,1000,2,100,31,100,42069,2562
lihua_corr_homo,10000,1000,2,100,31,100,42069,2604
lihua_corr_homo,10000,1000,2,100,31,100,42069,2646
lihua_corr_homo,10000,1000,2,100,31,100,42069,2688
lihua_corr_homo,10000,1000,2,100,31,100,42069,2730
lihua_corr_homo,10000,1000,2,100,31,100,42069,2772
lihua_corr_homo,10000,1000,2,100,31,100,42069,2814
lihua_corr_homo,10000,1000,2,100,31,100,42069,2856
lihua_corr_homo,10000,1000,2,100,31,100,42069,2898
lihua_corr_homo,10000,1000,2,100,31,100,42069,2940
lihua_corr_homo,10000,1000,2,100,31,100,42069,2982
lihua_corr_homo,10000,1000,2,100,31,100,42069,3024
lihua_corr_homo,10000,1000,2,100,31,100,42069,3066
lihua_corr_homo,10000,1000,2,100,31,100,42069,3108
lihua_corr_homo,10000,1000,2,100,31,100,42069,3150
lihua_corr_homo,10000,1000,2,100,31,100,42069,3192
lihua_corr_homo,10000,1000,2,100,31,100,42069,3234
lihua_corr_homo,10000,1000,2,100,31,100,42069,3276
lihua_corr_homo,10000,1000,2,100,31,100,42069,3318
lihua_corr_homo,10000,1000,2,100,31,100,42069,3360
lihua_corr_homo,10000,1000,2,100,31,100,42069,3402
lihua_corr_homo,10000,1000,2,100,31,100,42069,3444
lihua_corr_homo,10000,1000,2,100,31,100,42069,3486
lihua_corr_homo,10000,1000,2,100,31,100,42069,3528
lihua_corr_homo,10000,1000,2,100,31,100,42069,3570
lihua_corr_homo,10000,1000,2,100,31,100,42069,3612
lihua_corr_homo,10000,1000,2,100,31,100,42069,3654
lihua_corr_homo,10000,1000,2,100,31,100,42069,3696
lihua_corr_homo,10000,1000,2,100,31,100,42069,3738
lihua_corr_homo,10000,1000,2,100,31,100,42069,3780
lihua_corr_homo,10000,1000,2,100,31,100,42069,3822
lihua_corr_homo,10000,1000,2,100,31,100,42069,3864
lihua_corr_homo,10000,1000,2,100,31,100,42069,3906
lihua_corr_homo,10000,1000,2,100,31,100,42069,3948
lihua_corr_homo,10000,1000,2,100,31,100,42069,3990
lihua_corr_homo,10000,1000,2,100,31,100,42069,4032
lihua_corr_homo,10000,1000,2,100,31,100,42069,4074
lihua_corr_homo,10000,1000,2,100,31,100,42069,4116
lihua_corr_homo,10000,1000,2,100,31,100,42069,4158
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,0
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,42
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,84
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,126
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,168
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,210
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,252
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,294
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,336
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,378
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,420
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,462
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,504
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,546
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,588
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,630
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,672
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,714
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,756
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,798
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,840
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,882
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,924
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,966
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1008
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1050
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1092
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1134
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1176
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1218
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1260
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1302
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1344
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1386
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1428
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1470
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1512
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1554
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1596
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1638
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1680
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1722
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1764
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1806
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1848
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1890
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1932
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,1974
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2016
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2058
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2100
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2142
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2184
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2226
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2268
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2310
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2352
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2394
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2436
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2478
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2520
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2562
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2604
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2646
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2688
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2730
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2772
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2814
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2856
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2898
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2940
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,2982
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3024
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3066
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3108
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3150
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3192
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3234
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3276
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3318
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3360
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3402
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3444
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3486
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3528
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3570
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3612
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3654
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3696
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3738
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3780
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3822
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3864
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3906
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3948
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,3990
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,4032
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,4074
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,4116
lihua_uncorr_hetero,10000,1000,2,10,31,100,42069,4158
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,0
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,42
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,84
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,126
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,168
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,210
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,252
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,294
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,336
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,378
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,420
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,462
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,504
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,546
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,588
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,630
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,672
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,714
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,756
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,798
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,840
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,882
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,924
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,966
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1008
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1050
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1092
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1134
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1176
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1218
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1260
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1302
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1344
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1386
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1428
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1470
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1512
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1554
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1596
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1638
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1680
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1722
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1764
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1806
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1848
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1890
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1932
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,1974
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2016
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2058
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2100
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2142
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2184
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2226
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2268
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2310
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2352
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2394
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2436
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2478
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2520
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2562
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2604
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2646
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2688
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2730
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2772
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2814
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2856
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2898
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2940
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,2982
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3024
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3066
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3108
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3150
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3192
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3234
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3276
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3318
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3360
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3402
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3444
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3486
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3528
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3570
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3612
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3654
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3696
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3738
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3780
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3822
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3864
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3906
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3948
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,3990
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,4032
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,4074
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,4116
lihua_uncorr_hetero,10000,1000,2,100,31,100,42069,4158
lihua_corr_hetero,10000,1000,2,10,31,100,42069,0
lihua_corr_hetero,10000,1000,2,10,31,100,42069,42
lihua_corr_hetero,10000,1000,2,10,31,100,42069,84
lihua_corr_hetero,10000,1000,2,10,31,100,42069,126
lihua_corr_hetero,10000,1000,2,10,31,100,42069,168
lihua_corr_hetero,10000,1000,2,10,31,100,42069,210
lihua_corr_hetero,10000,1000,2,10,31,100,42069,252
lihua_corr_hetero,10000,1000,2,10,31,100,42069,294
lihua_corr_hetero,10000,1000,2,10,31,100,42069,336
lihua_corr_hetero,10000,1000,2,10,31,100,42069,378
lihua_corr_hetero,10000,1000,2,10,31,100,42069,420
lihua_corr_hetero,10000,1000,2,10,31,100,42069,462
lihua_corr_hetero,10000,1000,2,10,31,100,42069,504
lihua_corr_hetero,10000,1000,2,10,31,100,42069,546
lihua_corr_hetero,10000,1000,2,10,31,100,42069,588
lihua_corr_hetero,10000,1000,2,10,31,100,42069,630
lihua_corr_hetero,10000,1000,2,10,31,100,42069,672
lihua_corr_hetero,10000,1000,2,10,31,100,42069,714
lihua_corr_hetero,10000,1000,2,10,31,100,42069,756
lihua_corr_hetero,10000,1000,2,10,31,100,42069,798
lihua_corr_hetero,10000,1000,2,10,31,100,42069,840
lihua_corr_hetero,10000,1000,2,10,31,100,42069,882
lihua_corr_hetero,10000,1000,2,10,31,100,42069,924
lihua_corr_hetero,10000,1000,2,10,31,100,42069,966
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1008
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1050
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1092
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1134
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1176
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1218
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1260
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1302
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1344
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1386
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1428
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1470
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1512
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1554
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1596
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1638
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1680
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1722
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1764
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1806
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1848
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1890
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1932
lihua_corr_hetero,10000,1000,2,10,31,100,42069,1974
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2016
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2058
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2100
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2142
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2184
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2226
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2268
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2310
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2352
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2394
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2436
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2478
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2520
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2562
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2604
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2646
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2688
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2730
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2772
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2814
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2856
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2898
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2940
lihua_corr_hetero,10000,1000,2,10,31,100,42069,2982
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3024
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3066
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3108
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3150
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3192
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3234
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3276
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3318
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3360
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3402
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3444
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3486
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3528
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3570
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3612
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3654
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3696
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3738
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3780
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3822
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3864
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3906
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3948
lihua_corr_hetero,10000,1000,2,10,31,100,42069,3990
lihua_corr_hetero,10000,1000,2,10,31,100,42069,4032
lihua_corr_hetero,10000,1000,2,10,31,100,42069,4074
lihua_corr_hetero,10000,1000,2,10,31,100,42069,4116
lihua_corr_hetero,10000,1000,2,10,31,100,42069,4158
lihua_corr_hetero,10000,1000,2,100,31,100,42069,0
lihua_corr_hetero,10000,1000,2,100,31,100,42069,42
lihua_corr_hetero,10000,1000,2,100,31,100,42069,84
lihua_corr_hetero,10000,1000,2,100,31,100,42069,126
lihua_corr_hetero,10000,1000,2,100,31,100,42069,168
lihua_corr_hetero,10000,1000,2,100,31,100,42069,210
lihua_corr_hetero,10000,1000,2,100,31,100,42069,252
lihua_corr_hetero,10000,1000,2,100,31,100,42069,294
lihua_corr_hetero,10000,1000,2,100,31,100,42069,336
lihua_corr_hetero,10000,1000,2,100,31,100,42069,378
lihua_corr_hetero,10000,1000,2,100,31,100,42069,420
lihua_corr_hetero,10000,1000,2,100,31,100,42069,462
lihua_corr_hetero,10000,1000,2,100,31,100,42069,504
lihua_corr_hetero,10000,1000,2,100,31,100,42069,546
lihua_corr_hetero,10000,1000,2,100,31,100,42069,588
lihua_corr_hetero,10000,1000,2,100,31,100,42069,630
lihua_corr_hetero,10000,1000,2,100,31,100,42069,672
lihua_corr_hetero,10000,1000,2,100,31,100,42069,714
lihua_corr_hetero,10000,1000,2,100,31,100,42069,756
lihua_corr_hetero,10000,1000,2,100,31,100,42069,798
lihua_corr_hetero,10000,1000,2,100,31,100,42069,840
lihua_corr_hetero,10000,1000,2,100,31,100,42069,882
lihua_corr_hetero,10000,1000,2,100,31,100,42069,924
lihua_corr_hetero,10000,1000,2,100,31,100,42069,966
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1008
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1050
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1092
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1134
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1176
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1218
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1260
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1302
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1344
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1386
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1428
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1470
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1512
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1554
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1596
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1638
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1680
lihua_corr_hetero,10000,1000,2,100,31,100,42069,1722
